sentence,hotel_name,Sentiment,review_topic
pleasant staff,Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
" as with hotels around here, food may not be all that but if you've got events, you've got a capable team",Four Points By Sheraton,positive,Room Quality and Standards
" bernie, odafe, yinka or uche will sort you out if you mention my name",Four Points By Sheraton,neutral,Serene Environment
"nice architecture,  lovely ambience, excellent service, marvellous interior design",Four Points By Sheraton,positive,Leisure and Relaxation
"  large  parking space , sea view",Four Points By Sheraton,neutral,Event and Conference Spaces
skyline balcony has an exquisite waterside view overlooking the beautiful sights of the island and the dazzling christmas lights glittering across the horizon,Four Points By Sheraton,positive,Beautiful Views and Dining Experiences
amazing ambience and ample parking space,Four Points By Sheraton,positive,Serene Environment
heard a lot about this place and it exceeded my expectations upon my arrival,Four Points By Sheraton,neutral,Welcoming Staff and Comfortable Stay
" the interior decor is lovely, the service is great and the view is amazing",Four Points By Sheraton,positive,Room Quality and Standards
super nice time with #xtordimage,Four Points By Sheraton,positive,Leisure and Relaxation
mehn this place is damn beautiful honestly,Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
still retains its beauty and quality even after many years of being in operation,Four Points By Sheraton,positive,Excellent Service and Hospitality
" the guards parked me well, the inner guards directed me well",Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
nice place,Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
 and they keep expanding,Four Points By Sheraton,neutral,Serene Environment
 neat and welcoming,Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
" well maintained, courteous and efficient staff",Four Points By Sheraton,positive,Serene Environment
great place!,Four Points By Sheraton,positive,Excellent Service and Hospitality
attended a birthday party at the ball room,Four Points By Sheraton,positive,Event and Conference Spaces
 it was a night to remember,Four Points By Sheraton,neutral,Welcoming Staff and Comfortable Stay
and i think it was so because of the combination of the party organisation and the venue,Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
" an upscale place, choicy and pricy",Four Points By Sheraton,neutral,Event and Conference Spaces
"what makes a good hotel is the structure and service, and this hotel has just that",Four Points By Sheraton,positive,Serene Environment
 i was highly impressed by the staffs manners,Four Points By Sheraton,positive,Room Quality and Standards
 nice experience and keep up the good job,Four Points By Sheraton,positive,Leisure and Relaxation
"its a very nice place to chill out, enjoying the sight of natural waters and architecture",Four Points By Sheraton,positive,Serene Environment
"lagos oriental hotel is located on the island, lekki axis, ac very beautiful gorgeous looking building with a tempting and appealing look even from a distance",Four Points By Sheraton,positive,Leisure and Relaxation
 haven't spent a night there yet,Four Points By Sheraton,neutral,Serene Environment
 but aspiring to,Four Points By Sheraton,neutral,Leisure and Relaxation
 lol,Four Points By Sheraton,positive,Leisure and Relaxation
"when you go there for any event men make sure you put on suit cos the acs there are super working, ladies don't wear any nonsense cloth or else u'll have yourself to blame",Four Points By Sheraton,positive,Serene Environment
great place for events,Four Points By Sheraton,positive,Excellent Service and Hospitality
 enjoy salsa nights every wednesday from 6pm,Four Points By Sheraton,positive,Excellent Service and Hospitality
 contact @bodylanguageng on instagram if interested,Four Points By Sheraton,positive,Serene Environment
trailblazer,Four Points By Sheraton,neutral,Leisure and Relaxation
 good and nice place to visit,Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
 food sumptuous,Four Points By Sheraton,neutral,Serene Environment
  however looks scanty for now guess its cos of covid,Four Points By Sheraton,neutral,Serene Environment
it looks nicer on the picture,Four Points By Sheraton,positive,Excellent Service and Hospitality
 the menu is nothing to write home about,Four Points By Sheraton,neutral,Room Quality and Standards
this is one of the best hotels around lekki and a choice destination for all kinds of events or accommodation needs,Four Points By Sheraton,positive,Beautiful Views and Dining Experiences
 i believe they need to improve parking arrangements or provisions though!,Four Points By Sheraton,positive,Room Quality and Standards
not a residential stay but a facility tour and was impressed with the different room types and available events/meeting rooms,Four Points By Sheraton,positive,Serene Environment
 good views also,Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
lovely environment,Four Points By Sheraton,positive,Event and Conference Spaces
went for a conference  themed art of technology,Four Points By Sheraton,neutral,Excellent Service and Hospitality
 it was an amazing conference centered on artificial intelligence and software engineering as a whole and how it’s gonna change the world,Four Points By Sheraton,positive,Room Quality and Standards
nice place but they ought to have given more consideration to the parking space in consideration of the number of space available in the hotel,Four Points By Sheraton,positive,Delightful Food and Home-like Feel
"nice hotel with extremely spacious rooms, adjoining the ocean",Four Points By Sheraton,positive,Room Quality and Standards
 relatively cheaper than other 5 star hotels within its vicinity,Four Points By Sheraton,neutral,Beautiful Views and Dining Experiences
 great food,Four Points By Sheraton,positive,Serene Environment
awesome place to be,Four Points By Sheraton,positive,Beautiful Views and Dining Experiences
  serene environment with adequate security,Four Points By Sheraton,positive,Serene Environment
  the halls are top notch and spacious,Four Points By Sheraton,positive,Room Quality and Standards
"it's a big and quite luxurious hotel, good parking space, wheelchair accessible, good restaurants and big and medium size event and banquet halls",Four Points By Sheraton,positive,Delightful Food and Home-like Feel
the breakfasts are wonderful,Four Points By Sheraton,positive,Excellent Service and Hospitality
 the view across the lagoon into ikoyi is exceptional especially at night,Four Points By Sheraton,neutral,Room Quality and Standards
 try the bergamot tea also,Four Points By Sheraton,neutral,Welcoming Staff and Comfortable Stay
quite a nice place with lovely environment,Four Points By Sheraton,positive,Event and Conference Spaces
"amazing environment, very pleasant and satisfactory place to be",Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
 the event was also awesome,Four Points By Sheraton,positive,Serene Environment
 i can't wait to go back,Four Points By Sheraton,neutral,Room Quality and Standards
the outdoor bar by the pool is a beauty,Four Points By Sheraton,positive,Delightful Food and Home-like Feel
 great ambience with a stunning waterfront view,Four Points By Sheraton,positive,Excellent Service and Hospitality
 life is indeed beautiful,Four Points By Sheraton,positive,Delightful Food and Home-like Feel
best place to be that is cozy and accommodating,Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
 the lagoon side view is just so so relaxing and soothing,Four Points By Sheraton,positive,Excellent Service and Hospitality
great 👍,Four Points By Sheraton,positive,Beautiful Views and Dining Experiences
this hotel is such a beautiful place to be,Four Points By Sheraton,positive,Excellent Service and Hospitality
 its ambience is everything you desire in a good hotel,Four Points By Sheraton,positive,Delightful Food and Home-like Feel
 i had a good time here,Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
lovely experiences here always,Four Points By Sheraton,positive,Room Quality and Standards
very nice place to be,Four Points By Sheraton,positive,Serene Environment
 good customer service,Four Points By Sheraton,positive,Serene Environment
