sentence,hotel_name,Sentiment
the hotel is in great shape given it's a historical building in lagos,Hotel C,positive
 located in the heart of ikeja,Hotel C,positive
 the hotel boasts excellent facilities and meeting rooms,Hotel C,positive
 one of the meeting rooms was the venue for the event i attended,Hotel C,neutral
" however, the meeting room experienced fluctuating cell service",Hotel C,neutral
 the management may want to look into installing signal boosters in the meeting rooms,Hotel C,positive
"there ought to be a separate entrance for residents and other guests, the front office staff are clueless about marriott bonvoy membership, no recognition, no understanding and absolutely no idea about long term members/stay in the hotel",Hotel C,negative
 … read more,Hotel C,neutral
nice place for peace and relaxation,Hotel C,positive
best of hotel,Hotel C,positive
classic name in the hospitality business,Hotel C,neutral
" unlike many brands here, the maintenance culture hasn't dropped and so after decades, the hotel maintains a quality that helps it keep it's place at the top",Hotel C,positive
 fantastic ambience,Hotel C,positive
 great food,Hotel C,positive
 great service,Hotel C,positive
"hi hotel management,why the pool personnel doesn’t provide the bed mattresses once they are stored near the pool ? the sun beds are very uncomfortable",Hotel C,negative
 all other hotels from the group provide them ,Hotel C,neutral
 i paid membership for a month and i expect something to be done ,Hotel C,neutral
 thank you ,Hotel C,positive
i was here only for a dinner with partners,Hotel C,neutral
good quality and variety of options,Hotel C,positive
price is correct,Hotel C,neutral
"service today was quite slow, but weather and evening have been fine, so, small problem",Hotel C,negative
"very nice place, d hotel worth d price",Hotel C,positive
 kudos to there's workers,Hotel C,positive
strategically located,Hotel C,neutral
 nice environment,Hotel C,positive
 some restaurant staff need to be trained on what it takes to work in this class of hotel,Hotel C,neutral
my wife and i's stay was pleasant,Hotel C,positive
 we enjoyed our meals,Hotel C,positive
 the perfume in the hallway to the rooms was pleasant,Hotel C,positive
 rooms were near and cozy … read more,Hotel C,neutral
"ladies & gentlemen this was an amazing hotel and i had an amazing stay!! the food was great, the pool was nice, the staff was pleasant,  rooms spacious, bathroom has shower heads that fall from the ceiling & a clear wall those exposes the room",Hotel C,positive
" the vip club has amazing drinks and food, but the food and service at the pool bar restaurant was superior!! much thanks to our server omobula!! most importantly guys as an american i felt extremely safe!!",Hotel C,positive
i have been a regular customer of lagos sheraton ikeja for over 30 years since my dad was alive,Hotel C,positive
  good to see its still in good condition,Hotel C,positive
 kemi went out of her way to assist my check in process,Hotel C,neutral
 she is an asset to the team,Hotel C,positive
" the concierge team are also worth mentioning, fantasic guys",Hotel C,positive
i had a wonderful stay,Hotel C,positive
 i was pampered & well cared for by your outstanding staff from a to z,Hotel C,positive
 i was restored from all that troubled my heart & managed to get my work completed,Hotel C,positive
 the security was very reassuring,Hotel C,positive
 breakfast buffet is second to none in lagos,Hotel C,neutral
 i would most certainly be back,Hotel C,positive
hey good friendly and helpful staff experience was good at the lounge cafe and bar,Hotel C,positive
 cool and quite place even to have business meetings and discussion,Hotel C,positive
👍🏻,Hotel C,neutral
awesome experience with all the atmosphere there,Hotel C,positive
"the premises, lobby and rooms are clean and taken care of, there is evidence of sanitization in the room and common guest areas",Hotel C,positive
" comfortable bed and pillows, good soundproofing and blackout curtains",Hotel C,positive
" room service is good, including traditional nigerian dishes and other cuisines; portion sizes larger than i thought they would be",Hotel C,positive
" security visible around the hotel, but not in your face",Hotel C,positive
 medium sized gym but well equipped for some cardio or strength work on the road,Hotel C,positive
 staff are generally courteous and helpful,Hotel C,positive
"i love sheraton,  i wonder what will have happened to me if i have not  worked with sheraton ",Hotel C,positive
 it helped me to bring the best in me in short its the best thing that has ever happened to me,Hotel C,positive
" i therefore recommend it to all that desire a comfortable and admirable place to pass a night, sheraton is the place",Hotel C,positive
" for  your event, accommodations, come and have a  life time of experience, by experiencing the world in sheraton",Hotel C,neutral
"great hotel, it should be a 10 star hotel😅",Hotel C,positive
"the most enjoyable part of my stay in sheraton was anytime i had to visit the lounge at the 6th floor, they had variety of fruits & nuts with good snacks and food to go with it",Hotel C,positive
 … read more,Hotel C,neutral
almost everything here is perfect including the service,Hotel C,positive
except for some of the staff standard and individual difference,Hotel C,neutral
was kinda underwhelming,Hotel C,neutral
" no bidet, no mobile shower head",Hotel C,negative
 not the experience you expect from such a highly ranked hotel,Hotel C,neutral
 but it's not bad in its entirety,Hotel C,positive
 the hotel has managed to have a modern outlook while maintaining its vintage appeal,Hotel C,neutral
"great place, had a conference here and quite honestly, this space is worth the hype",Hotel C,positive
"food is good, ambience is great, staff is amazing",Hotel C,positive
"although, one of the staff raised a flag when we tried to get some more food",Hotel C,neutral
"asides that, sheraton is 💯💯💯",Hotel C,neutral
"you'd definitely love it here, topnotch services, truly 5 🌟🌟🌟🌟🌟 by all standards",Hotel C,positive
 i'm sure you'd feel the same way after using their services,Hotel C,positive
"from my 5-day stay at sheraton, i have a lot of mixed reactions really",Hotel C,neutral
 room service and cleanliness was iffy,Hotel C,neutral
 it was great the first three days then tailed off for the remaining two,Hotel C,positive
 some stuff i used weren't replaced,Hotel C,neutral
 some things were hurriedly done,Hotel C,neutral
 and i cannot talk about service without mentioning their power trip-offs,Hotel C,neutral
" basically, they switch between a backup generator and locally distributed power constantly",Hotel C,neutral
" almost drove me crazy when i was sending a document on low power, and one of those switches made me lose the file",Hotel C,negative
" crazy stuff really🤯to their restaurant, the morning breakfasts were good most of the time, but lunch was unpredictable",Hotel C,positive
 i had my first(and only) bad afang soup experience in one of those afternoons,Hotel C,negative
" how can someone get it wrong with afang?! well, it seems that's for sheraton to know, and none of us to find out🤷🏽‍♂️the location is competitive if you ask me",Hotel C,negative
