sentence,hotel_name,Sentiment,review_topic
" from the very welcoming staff, to the great rooms, and fantastic food",Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
 plus the view is very beautiful too,Radisson Blu VI,positive,Beautiful Views and Dining Experiences
 ⭐⭐⭐⭐⭐,Radisson Blu VI,neutral,Serene Environment
i love this hotel,Radisson Blu VI,positive,Event and Conference Spaces
"the staff there are very well mannered & courteous, the food is great, nice environment and rooms",Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
 i'll definitely recommend and will totally lodge here again,Radisson Blu VI,positive,Leisure and Relaxation
  the security checks is also on point,Radisson Blu VI,positive,Room Quality and Standards
"radisson blu is so lovely, calm, and homely for everyone",Radisson Blu VI,positive,Serene Environment
i love radisson blu,Radisson Blu VI,positive,Event and Conference Spaces
"great place with a beautiful view, rooms are really comfortable too",Radisson Blu VI,positive,Beautiful Views and Dining Experiences
"it is quite organised, staffs are courteous too",Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
 great place!,Radisson Blu VI,positive,Serene Environment
"beautiful ambience, world class services all over",Radisson Blu VI,positive,Excellent Service and Hospitality
 highly recommended,Radisson Blu VI,positive,Beautiful Views and Dining Experiences
i have never expirience any challenge with service,Radisson Blu VI,negative,Excellent Service and Hospitality
" front desk officials, waiter and officials preparing my room they are excellent",Radisson Blu VI,positive,Delightful Food and Home-like Feel
 i will stay in radisson blu coming 2 months,Radisson Blu VI,neutral,Leisure and Relaxation
 they make it easy for me,Radisson Blu VI,positive,Delightful Food and Home-like Feel
 my first month of staying here is 100 percent movalous,Radisson Blu VI,neutral,Leisure and Relaxation
"awesome and great place, customer service unmatched and beautiful ambience",Radisson Blu VI,positive,Excellent Service and Hospitality
radisson blu is just the right hotel when you're looking for a place to stay with that feel of home,Radisson Blu VI,neutral,Delightful Food and Home-like Feel
" rooms are spacious and affordable for it's location,  services are prompt and professional",Radisson Blu VI,neutral,Excellent Service and Hospitality
"personally i loved the architecture, lightings and the uniforms of the staff",Radisson Blu VI,positive,Event and Conference Spaces
 clean is the word that comes to mind,Radisson Blu VI,positive,Leisure and Relaxation
i didn't have any thing from their kitchen so i can't say what their food is like but i do know no one would regret lodging at radisson blu anchorage hotel,Radisson Blu VI,negative,Leisure and Relaxation
loved the accomodation and total experience,Radisson Blu VI,positive,Event and Conference Spaces
"i've been to radisson blu a couple of times and it's interesting to note that not only does the ambience hypnotize you, but more so, the staff are warm and it sure makes me feel like i'm in the company of friends",Radisson Blu VI,positive,Leisure and Relaxation
 i will sure always use and recommend the hotel,Radisson Blu VI,positive,Serene Environment
it’s a nice hotel and i enjoy my stay and hope to be here again,Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
the place is nice  and the halls well equipped but the wifi could be stronger,Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
nice hotel,Radisson Blu VI,positive,Serene Environment
i really just went in to use the atm but the directions i got were so utterly confusing,Radisson Blu VI,negative,Leisure and Relaxation
 they might have to work on the customer experience their door men and cleaners provide,Radisson Blu VI,neutral,Room Quality and Standards
"the reception, ambience and ethical value of your waiters",Radisson Blu VI,positive,Leisure and Relaxation
this can be improved,Radisson Blu VI,positive,Excellent Service and Hospitality
thank you,Radisson Blu VI,positive,Event and Conference Spaces
the food at radisson blu is one thing that makes me always look forward to goin there (oh yes i am a foodie)😋,Radisson Blu VI,positive,Delightful Food and Home-like Feel
 it's a very excellent place well built and whatever money you spend there is money well spent,Radisson Blu VI,positive,Leisure and Relaxation
 did i forget to mention that it is security tight,Radisson Blu VI,positive,Excellent Service and Hospitality
 ones you are in the environment know that you are in the safest place you can be,Radisson Blu VI,positive,Serene Environment
"the ambience is so calm and exotic, i liked the friendliness of the staff, angela was of very good help",Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
their food is also amazing,Radisson Blu VI,positive,Delightful Food and Home-like Feel
the service have been so fantastic,Radisson Blu VI,positive,Excellent Service and Hospitality
this hotel speaks of excellence,Radisson Blu VI,positive,Leisure and Relaxation
from the ambience to the food is just spot on! i completely recommend this place,Radisson Blu VI,positive,Delightful Food and Home-like Feel
" there's need to complete work on the car park extension, however",Radisson Blu VI,neutral,Room Quality and Standards
" besides, the car park extension,  the radisson blu anchorage hotel is exquisite!",Radisson Blu VI,neutral,Excellent Service and Hospitality
enjoyed my stay,Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
i enjoyed the brunch i can't believe i never thought of showing up earlier,Radisson Blu VI,positive,Leisure and Relaxation
i recently attended the ie university setting the pace event at this location and i was impressed with the milieu,Radisson Blu VI,positive,Event and Conference Spaces
"the surroundings, ambience and location of the hotel is dignifiedif  you are looking for a welcoming place with a feel of home and dash of class, i suggest you see this",Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
everything about radisson blu screams top notch,Radisson Blu VI,negative,Excellent Service and Hospitality
"nice abode for expatriates, business executives and entertainers",Radisson Blu VI,positive,Serene Environment
the jazz/life  band playing on sunday afternoon will serenade with renditions that will make your favourite celebrity blush,Radisson Blu VI,positive,Delightful Food and Home-like Feel
"the food was amazing but they should do better with their ""pepper soup""",Radisson Blu VI,positive,Delightful Food and Home-like Feel
its a favourite hotspots for celebrities,Radisson Blu VI,neutral,Leisure and Relaxation
"a good place to be, but service is sometimes slow when its required",Radisson Blu VI,positive,Excellent Service and Hospitality
the meals were on point but i believe there should be more varieties on the menu,Radisson Blu VI,neutral,Delightful Food and Home-like Feel
 had a lovely time though,Radisson Blu VI,positive,Beautiful Views and Dining Experiences
the service is horrible and poor,Radisson Blu VI,negative,Excellent Service and Hospitality
 the workers are certainly not courteous,Radisson Blu VI,negative,Welcoming Staff and Comfortable Stay
 the bread i got for breakfast is worse than what dogs eat,Radisson Blu VI,negative,Delightful Food and Home-like Feel
 the eggs had shells in them,Radisson Blu VI,neutral,Delightful Food and Home-like Feel
"i love the ambience, the aura and feel of the ocean is priceless",Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
"plus i enjoyed the swimming pool, i'll definitely recommend to friends",Radisson Blu VI,positive,Leisure and Relaxation
i could have enjoyed it but what got to me the most was how the security questioned my friends and i,Radisson Blu VI,positive,Leisure and Relaxation
 we did not dress indecently or look indecent or give them any reason to be suspicious of us,Radisson Blu VI,negative,Room Quality and Standards
 we weren’t noisy and we coperated with the staff,Radisson Blu VI,negative,Welcoming Staff and Comfortable Stay
 i thought it was normal procedure when we got in and one of the security men asked us where we were going,Radisson Blu VI,positive,Room Quality and Standards
" i was confused because people just passed through the check point and strolled in, so why question us",Radisson Blu VI,negative,Room Quality and Standards
 we told him we came to eat and use the pool,Radisson Blu VI,neutral,Leisure and Relaxation
 then he told us to sit in the lobby and wait because the meal wasn’t ready and we could not use the pool,Radisson Blu VI,positive,Leisure and Relaxation
nobody was sitting in the lobby and waiting,Radisson Blu VI,neutral,Leisure and Relaxation
 they sat inside the restaurants and waited for their food,Radisson Blu VI,neutral,Beautiful Views and Dining Experiences
" this security guy kept following us and stopping us halfway as if he wanted to ask us out and even when we sat in the restaurant, he stood and kept staring at us",Radisson Blu VI,positive,Room Quality and Standards
i’ve never been more insulted and irritated in my entire life,Radisson Blu VI,negative,Leisure and Relaxation
 girls can’t just come out to eat and have fun without being mentally bullied? or because we weren’t white? or big men? please state your requirements and category for the type of people allowed in your hotel to prevent other people from this sort of humiliation!,Radisson Blu VI,positive,Room Quality and Standards
